,job,company,location,duration,stipend(/month),posted,skills_required,avg_stipend,is_work_from_home,job_gre_5,comp_more_demandable_job,com_gre_5,paid/free
1235,Recruitment Operations - HR - IIT/NIT,ConsultBae,Gurgaon,6 Months,5000-10000,,"['Data Analysis', 'Effective Communication', 'Recruitment']",7500,0,0,0,1,1
1236,Content Writing,The Dot Studio,Bangalore,6 Months,6000-8000,2 weeks ago,"['Blogging', 'Creative Writing', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",7000,0,1,0,0,1
1237,Social Media Marketing,HRDYA SARA'S FOUNDATION,Delhi,3 Months,3000-6000,3 weeks ago,"['Digital Marketing', 'Effective Communication', 'MS-Office', 'Social Media Marketing']",4500,0,1,0,0,1
1238,Sales Executive,Green Field Organic Farming,Gurgaon,3 Months,5000-10000,2 days ago,"['Effective Communication', 'Sales']",7500,0,0,0,0,1
1239,Architecture & Interior Design,Hexaspace,Ahmedabad,6 Months,4000,3 weeks ago,"['3ds Max', 'AutoCAD', 'Google SketchUp']",4000,0,0,0,0,1
1240,CA Articleship,AGAP & Co.,"Delhi, Pitampura",6 Months,8000-18000,2 weeks ago,"['Accounting', 'Effective Communication', 'MS-Excel', 'Tally']",13000,0,0,0,0,1
1241,Business Development (Sales),Wellness Kitchen Private Limited,"Mumbai, Navi Mumbai",3 Months,3000,1 week ago,"['Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Sales', 'Sales pitch']",3000,0,1,0,0,1
1242,Motion Graphics,Holo Shiksha,Work From Home,3 Months,3000-5000,1 week ago,"['Adobe After Effects', 'Blender 3D', 'Cinema 4D']",4000,1,1,0,0,1
1243,IT Management For Project,FynTune Solution Private Limited,"Turbhe, Navi Mumbai, Thane",6 Months,12000-18000,3 weeks ago,"['Business Analysis', 'Business Research', 'Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Project Management']",15000,0,0,0,1,1
1244,Social Work,She Can Foundation,Work From Home,4 Weeks,0,1 week ago,['NOT MENTIONED'],0,1,1,0,1,0
1245,Virtual Volunteering,She Can Foundation,Work From Home,1 Month,0,1 week ago,['NOT MENTIONED'],0,1,0,0,1,0
1246,Empowering Social Entrepreneurs,NayePankh Foundation,Work From Home,4 Weeks,0,1 week ago,['NOT MENTIONED'],0,1,0,0,1,0
1247,Winter Internship (Social Sector),She Can Foundation,Work From Home,4 Weeks,0,1 week ago,['NOT MENTIONED'],0,1,0,0,1,0
1248,Virtual Charity Drive,She Can Foundation,Work From Home,1 Month,0,1 week ago,['NOT MENTIONED'],0,1,0,0,1,0
1249,Chemical Engineering,Pro India,Work From Home,4 Months,1000,1 week ago,['Effective Communication'],1000,1,1,0,1,1
1250,Sales,Anmol Kohli,Work From Home,3 Months,5000,1 week ago,"['Client Relationship', 'Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Office', 'Sales']",5000,1,1,0,0,1
1251,Psychology,Special Situation Advisors India Private Limited,"Thane, Navi Mumbai, Mumbai, Panvel",3 Months,7000-10000,3 weeks ago,"['MS-Excel', 'MS-Office', 'MS-PowerPoint', 'MS-Word']",8500,0,1,0,0,1
1252,Mechanical Engineering,Pro India,Gurgaon,4 Months,7000,1 week ago,"['Effective Communication', 'Engineering Surveying', 'Project Management']",7000,0,1,0,1,1
1253,Social Work,InAmigos Foundation,Work From Home,3 Weeks,0,,"['English Proficiency (Spoken)', 'Social Media Marketing']",0,1,1,0,1,0
1254,Field Sales,Hotnot,"Mumbai, Bangalore, Pune, Delhi, Kolkata, Chennai",1 Month,2000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'Hindi Proficiency (Written)', 'Sales', 'Sales pitch']",2000,0,1,0,1,1
1255,Client Acquisition,Solutions Unlimited,Work From Home,2 Months,1000,3 weeks ago,"['English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)']",1000,1,1,0,0,1
1256,Field Sales,Sellingly,Work From Home,3 Months,3000,1 week ago,"['Effective Communication', 'English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)']",3000,1,1,0,0,1
1257,Field Sales,Plada Infotech Services Limited,"Chennai, Dehradun, Delhi, Uttar Pradesh, Roorkee, Haridwar, Raipur, Ernakulam, Haryana, Maharashtra, Meerut, Bangalore, Ghaziabad, Mumbai, Hyderabad",1 Week,4000,2 days ago,"['English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)']",4000,0,1,0,0,1
1258,Social Media Marketing,OM Foundation,Work From Home,3 Months,5000-10000,Today,"['English Proficiency (Spoken)', 'Instagram Marketing', 'Social Media Marketing']",7500,1,1,0,0,1
1259,Subject Matter Expert (SME),Wise Choice Tutoring LLP,Work From Home,6 Months,15000,Today,"['Mathematics', 'Statistics']",15000,1,1,0,0,1
1260,Social Media Marketing,Top One Percent,Work From Home,2 Months,8000,Today,['Instagram Marketing'],8000,1,1,0,0,1
1261,JavaScript Development,Bitpastel,Work From Home,6 Months,12000,Today,"['CSS', 'HTML', 'JavaScript', 'jQuery', 'ReactJS']",12000,1,0,0,0,1
1262,Facebook Marketing,Meta Results,Work From Home,3 Months,5000,Today,"['Canva', 'Facebook Marketing', 'Google Workspace']",5000,1,1,0,0,1
1263,AWS Cloud Management,Alphabees Solutions Pvt Ltd,Work From Home,2 Months,2000,Today,"['Cloud Computing', 'Computer Networking', 'Computer Networks', 'Linux', 'Shell Scripting']",2000,1,0,0,0,1
1264,Content Writing,Y Media,Work From Home,4 Months,10000-14000,Today,"['Blockchain', 'Blogging', 'Content Marketing', 'Creative Writing', 'English Proficiency (Written)']",12000,1,1,0,0,1
1265,Sales,Scholars Merit Online Private Limited,Work From Home,6 Months,12000,Today,"['Marketing', 'Sales']",12000,1,1,0,0,1
1266,WordPress Development,Shiga Edutainment,Work From Home,6 Months,0,Today,"['CSS', 'HTML', 'JavaScript', 'PHP', 'Search Engine Optimization (SEO)', 'WordPress']",0,1,1,0,0,0
1267,Video Editing/Making,Hello World,Work From Home,2 Months,2000,Today,['Video Editing'],2000,1,1,0,0,1
1268,Film Production,Miniboxoffice,Work From Home,3 Months,3000,Today,['Content Writing'],3000,1,1,0,0,1
1269,Social Media Marketing,Tropicana Stays,Work From Home,6 Months,20000,Today,"['Adobe Photoshop', 'Canva', 'Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",20000,1,1,0,0,1
1270,WordPress Development,Mariox Software Private Limited,Work From Home,1 Month,10000,Today,['WordPress'],10000,1,1,0,0,1
1271,Digital Marketing,Radiant Techlearning,Work From Home,3 Months,1500,Today,"['Digital Marketing', 'Email Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",1500,1,1,0,0,1
1272,Digital Marketing,Careervira,Work From Home,3 Months,1000-5000,Today,"['Digital Marketing', 'Email Marketing', 'English Proficiency (Written)']",3000,1,1,0,0,1
1273,Corporate Sales,Across The Globe (ATG),Work From Home,3 Months,2000-2500,Today,"['Content Marketing', 'Content Writing', 'Effective Communication', 'Video Making']",2250,1,1,0,1,1
1274,Social Media Marketing,Lead Mines Media,Mumbai,6 Months,10000,Today,"['Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Marketing (SEM)', 'Social Media Marketing']",10000,0,1,0,1,1
1275,Business Development (Sales),IMax Academy,Work From Home,3 Months,4000-7000,Today,['English Proficiency (Spoken)'],5500,1,1,0,0,1
1276,Business Development (Sales),Jankalyan Multipurpose Education Society,Work From Home,1 Week,0,Today,['NOT MENTIONED'],0,1,1,0,1,0
1277,Content Writing,Deepak Bisht,Work From Home,3 Months,6000-15000,Today,"['Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",10500,1,1,0,0,1
1278,Graphic Design,UnTold Media,Work From Home,6 Months,7000,Today,"['Adobe Photoshop', 'Adobe Premiere Pro', 'Canva', 'Video Editing']",7000,1,1,0,0,1
1279,Business Development (Sales),Sharma Media Limited,Work From Home,6 Months,6000,Today,"['Business Analysis', 'Business Research', 'Client Interaction', 'Client Relationship', 'Content Marketing', 'Digital Marketing', 'Effective Communication', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Office', 'Sales', 'Sales pitch', 'Search Engine Optimization (SEO)']",6000,1,1,0,0,1
1280,Fundraising,Elder Care Trust,Work From Home,1 Month,0,Today,['Marketing'],0,1,1,0,0,0
1281,E-Commerce Listing,Udyogvikas,"Kalyan, Mumbai, Thane, Navi Mumbai",6 Months,10000-12000,1 week ago,"['Digital Advertising', 'Email Marketing', 'Marketing']",11000,0,0,0,1,1
1282,Digital Marketing,Packin Club,Work From Home,4 Months,5000,2 days ago,"['Email Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'WordPress']",5000,1,1,0,1,1
1283,Community Engagement And Outreach Coordination,Farmus,Gurgaon,3 Months,5000,1 week ago,"['Content Writing', 'Effective Communication', 'Google Workspace', 'Marketing', 'MS-Excel', 'Social Media Marketing']",5000,0,0,0,0,1
1284,Corporate Relationship,DataTrained Education Private Limited,"Delhi, Ghaziabad, Gurgaon, Noida, Greater Noida, Faridabad",3 Months,10000,1 week ago,"['Business Research', 'Client Relationship', 'Effective Communication', 'LinkedIn Marketing']",10000,0,0,0,1,1
1285,Business Development (Sales),Sunday Bricks Edu Services,"Navi Mumbai, Thane, Mumbai",6 Months,15000,2 weeks ago,"['Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'Online Teaching', 'Social Media Marketing']",15000,0,1,0,0,1
1286,Sales,Special Situation Advisors India Private Limited,"Panvel, Thane, Vashi, Vashi Navi Mumbai, Kurla, Panvel Sub-District, Navi Mumbai, Mumbai",6 Months,7000-10000,3 weeks ago,"['Client Relationship', 'Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Market Analysis', 'Marketing', 'MS-Excel', 'MS-Office', 'Sales', 'Sales pitch']",8500,0,1,0,0,1
1288,Social Media Marketing,"WALO (Dubai, United Arab Emirates)",Work From Home,3 Months,1000,2 days ago,"['Content Writing', 'Copywriting', 'Creative Writing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",1000,1,1,0,1,1
1289,Graphic Design,Udyogvikas,"Thane, Navi Mumbai, Kalyan, Mumbai",6 Months,10000-12000,1 week ago,['NOT MENTIONED'],11000,0,1,0,1,1
1290,Graphic Design,Reflex Realty LLP,Mumbai,6 Months,8000-12000,2 weeks ago,"['Adobe After Effects', 'Adobe Illustrator', 'Adobe Indesign', 'Adobe Photoshop', 'Adobe Photoshop Lightroom CC', 'Adobe Premiere Pro', 'CorelDRAW', 'Video Editing']",10000,0,1,0,0,1
1292,Animation,Udyogvikas,"Mumbai, Kalyan, Navi Mumbai, Thane",6 Months,10000-12000,1 week ago,"['3ds Max', 'Adobe After Effects', 'Adobe Flash', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe Premiere Pro', 'Animation', 'Autodesk Maya', 'Blender 3D', 'Video Editing']",11000,0,1,0,1,1
1293,Voice Recognition And Processing,Pinkmoon Apps,Work From Home,1 Week,2500-5000,Today,"['Android', 'APIs', 'Data Science', 'Firebase', 'JavaScript', 'Machine Learning', 'Python', 'ReactJS']",3750,1,0,0,0,1
1294,Lead Generation,"Giri Financials (Sacramento, United States)",Work From Home,3 Weeks,8000,2 days ago,"['Accounting', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'MS-Office', 'Python', 'Social Media Marketing']",8000,1,1,0,0,1
1295,Interior Design,Udyogvikas,"Thane, Navi Mumbai, Mumbai, Kalyan",6 Months,10000-12000,1 week ago,"['3ds Max', 'Adobe Photoshop', 'AutoCAD']",11000,0,1,0,1,1
1296,Social Media Marketing,360Customizer (Namrup Fashion Private Limited),Work From Home,4 Months,5000,3 weeks ago,"['Canva', 'Creative Writing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",5000,1,1,0,1,1
1297,Financial Advertising,ADSMIT MEDIA,Work From Home,1 Month,4750-12000,,"['Financial literacy', 'Sales', 'Stock Trading']",8375,1,0,0,1,1
1298,Farmer Coordination,One Root,"Pollachi, Theni, Gundlupete, Satyamangalam, Chamarajanagar, Thalavadi, Bannari",6 Months,12000-20000,2 weeks ago,"['Business Analysis', 'Business Research', 'Effective Communication', 'Kannada Proficiency (Spoken)', 'Tamil Proficiency (Spoken)']",16000,0,0,0,0,1
1299,Animation,Celebrare,Work From Home,1 Month,8000-12000,,"['Adobe After Effects', 'Adobe Premiere Pro', 'Animation', 'Autodesk Maya', 'Blender 3D', 'Video Editing', 'Video Making']",10000,1,1,0,1,1
1300,City Management- Sales Operations,AssetZilla,"Mumbai, Bangalore, Delhi",3 Months,10000,2 weeks ago,"['Client Relationship', 'Effective Communication', 'MS-Excel', 'Negotiation & Problem-solving']",10000,0,0,0,0,1
1301,Graphic Design,RechargeZap,"Noida, Delhi",4 Months,12000-20000,3 weeks ago,"['Adobe After Effects', 'Adobe Photoshop', 'Adobe Photoshop Lightroom CC', 'Adobe Premiere Pro', 'Canva', 'Final Cut Pro']",16000,0,1,0,1,1
1302,Video Anchoring (Reels/Shorts),Hotnot,"Mumbai, Hyderabad, Bangalore, Delhi",1 Month,2000,1 week ago,"['Anchoring', 'Content Marketing', 'English Proficiency (Spoken)', 'Instagram Marketing', 'Marketing Campaigns']",2000,0,0,0,1,1
1303,PHP Development,FynTune Solution Private Limited,"Navi Mumbai, Thane",6 Months,12000-18000,,"['AJAX', 'CodeIgniter', 'HTML', 'JavaScript', 'jQuery', 'LARAVEL', 'MySQL', 'PHP', 'Yii']",15000,0,1,0,1,1
1304,Content Creation,BotClub Private Limited,"Visakhapatnam, Hyderabad, Vijayawada",3 Months,10000,3 weeks ago,"['Content Writing', 'Creative Writing', 'English Proficiency (Written)']",10000,0,1,0,0,1
1305,Field Enumerator - Textile-Based Government Schemes Endline Study,SocioLadder,"Ahmedabad, Ashoknagar, Surat, Kanyakumari, Hyderabad, Kolkata, Varanasi, Malda, Bhagalpur, Coimbatore, Guntur, Nashik, Salem, Bhubaneswar, Chittoor",1 Month,2000-10000,1 week ago,['NOT MENTIONED'],6000,0,0,0,0,1
1306,Sales Executive,Green Field Organic Farming,Gurgaon,3 Months,5000-10000,,"['Effective Communication', 'Sales']",7500,0,0,0,0,1
1307,Business Development (Sales),Wellness Kitchen Private Limited,"Navi Mumbai, Mumbai",3 Months,3000,1 week ago,"['Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Sales', 'Sales pitch']",3000,0,1,0,0,1
1308,Field Sales,Hotnot,"Mumbai, Bangalore, Pune, Kolkata, Delhi, Chennai",1 Month,2000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'Hindi Proficiency (Written)', 'Sales', 'Sales pitch']",2000,0,1,0,1,1
1309,Relationship Specialist,Jeevitam,Work From Home,6 Months,20000,Today,"['Client Relationship', 'Effective Communication', 'English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)']",20000,1,0,0,0,1
1310,Sales & Marketing,Tesoro Store,Work From Home,1 Month,2000,Today,"['Effective Communication', 'Negotiation & Problem-solving']",2000,1,0,0,0,1
1311,Marketing,ShopOut,Work From Home,3 Months,10000-25000,Today,['Marketing'],17500,1,1,0,0,1
1312,Fashion Design,Eeasy Clothing,Work From Home,3 Months,5000-8000,Today,"['Adobe Photoshop', 'Adobe Photoshop Lightroom CC']",6500,1,1,0,0,1
1313,Sales,Unhustle Wellbeing Pvt Ltd,Work From Home,2 Months,10000,Today,"['English Proficiency (Spoken)', 'English Proficiency (Written)']",10000,1,1,0,0,1
1314,Campus Ambassador,Inari Shines,Work From Home,3 Months,2000-10000,Today,"['Effective Communication', 'Social Media Marketing']",6000,1,1,0,0,1
1315,Software Development,Woodver Coatings Private Limited,Work From Home,3 Months,15000,Today,"['.NET', 'Accounting', 'Computer Networks', 'MS-Office']",15000,1,1,1,0,1
1316,HR & Payroll Specialist,EON Data Solutions LLC,Work From Home,6 Months,8000-15000,Today,"['Accounting', 'HR Analytics', 'MS-Excel']",11500,1,0,0,0,1
1317,Accounts,Mediscient Devices Private Limited,Work From Home,2 Months,3000,Today,"['Accounting', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'MS-Office', 'Tally']",3000,1,1,0,0,1
1318,Social Media Marketing,Awrange Digital Solutions LLP,Work From Home,6 Months,5000-7000,Today,"['Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Social Media Marketing']",6000,1,1,0,0,1
1319,Campus Ambassador,InstaWeb Labs Private Limited,Work From Home,2 Months,2000-10000,Today,['NOT MENTIONED'],6000,1,1,0,0,1
1320,Social Media Marketing,Lakshaya International School,Work From Home,6 Months,10000-15000,Today,"['Digital Marketing', 'Email Marketing', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",12500,1,1,0,0,1
1322,Social Media Marketing,Scrapbuddy Ecosystem Private Limited,Work From Home,6 Months,3000,Today,"['Creative Writing', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'Social Media Marketing']",3000,1,1,0,0,1
1323,Academic Content Expert - Statistics (English),QA Solvers,Noida,3 Months,15000-20000,Today,"['Content Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Statistics', 'Subject Matter Expert (SME)']",17500,0,0,0,1,1
1324,Social Media Marketing,The Wedding Platform,Work From Home,6 Months,7500-10000,Today,"['Creative Writing', 'Email Marketing', 'Instagram Marketing', 'Social Media Marketing']",8750,1,1,0,0,1
1325,Academic Content Expert - Chemistry (English),QA Solvers,Noida,3 Months,15000-20000,Today,"['Chemistry', 'Content Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Subject Matter Expert (SME)']",17500,0,0,0,1,1
1326,Social Media Marketing,ANGAD TRADING COMPANY,Work From Home,2 Months,12000,Today,['NOT MENTIONED'],12000,1,1,0,1,1
1327,Administration,ANGAD TRADING COMPANY,Work From Home,2 Months,15000,Today,['NOT MENTIONED'],15000,1,1,0,1,1
1328,Cinematography,Kanha Traders,Work From Home,3 Months,5000,Today,"['Adobe After Effects', 'Adobe Photoshop', 'Adobe Premiere Pro', 'Photography', 'Video Editing', 'Video Making']",5000,1,0,0,0,1
1329,Graphic Design,Sanjana Abraham,Work From Home,3 Months,5000,Today,"['Adobe Photoshop', 'Canva', 'Video Editing']",5000,1,1,0,0,1
1330,Data Analyst,Artha School Of Entrepreneurship,Work From Home,6 Months,20000,Today,['NOT MENTIONED'],20000,1,0,0,0,1
1331,Digital Marketing,Think Tree Media House,Work From Home,3 Months,10000-15000,Today,['Digital Marketing'],12500,1,1,0,0,1
1332,Sales,B-Creative,Work From Home,6 Months,10000,Today,"['Sales', 'Sales pitch']",10000,1,1,0,0,1
1333,Marketing,House Of Web3,Work From Home,2 Months,12500,Today,"['Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Social Media Marketing']",12500,1,1,0,0,1
1334,Graphic Design,Vepolink Technologies LLP,Work From Home,3 Months,8000,Today,"['Adobe After Effects', 'Adobe Creative Suite', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe Premiere Pro', 'Video Editing']",8000,1,1,0,0,1
1335,International Business Development,Ads Nebula,Work From Home,3 Months,10000,Today,"['Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",10000,1,1,0,0,1
1336,Business Development (Sales),Whitespace International,Work From Home,3 Months,2500,Today,"['Effective Communication', 'English Proficiency (Spoken)', 'MS-Excel']",2500,1,1,0,0,1
